e,!,!=,#,&,(,),*,+,",",-,/,;,<,<=,=,==,>,>=,Identifier,Integer-Number,[,],bool,break,char,else,factor,float,if,int,return,statement,string,void,while,{,|,}
1050,-,-,-,-,-,-,-,-,-,-,-,-,[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1052,-,[1053],-,-,-,-,-,-,-,-,[1059],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1060],-,-,-,-,-,-,-,-,-,-,-
1055,-,-,[1094],[1095],[1128],-,-,-,-,-,-,-,[1362],[1091],[1092],[1088],[1093],[1089],[1090],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1057,-,-,[1094],[1095],[1128],-,-,[1063],[1071],-,[1072],[1064],[1362],[1091],[1092],[1088],[1093],[1089],[1090],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1059,-,-,-,-,-,-,-,-,-,-,[1059],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1060],-,-,-,-,-,-,-,-,-,-,-
1062,-,-,-,-,-,-,-,-,-,-,[1067],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1068],-,-,-,-,-,-,-,-,-,-,-
1070,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1071,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1072,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1074,-,-,[1094],[1095],[1128],-,-,[1080],[1071],-,[1072],[1081],[1362],[1091],[1092],[1088],[1093],[1089],[1090],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1076,-,-,-,-,-,-,-,-,-,-,[1076],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1077],-,-,-,-,-,-,-,-,-,-,-
1079,-,-,-,-,-,-,-,-,-,-,[1084],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1085],-,-,-,-,-,-,-,-,-,-,-
1087,-,-,-,-,-,-,-,-,-,-,[1100],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1101],-,-,-,-,-,-,-,-,-,-,-
1097,-,-,-,-,[1128],-,-,-,-,-,-,-,[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1101,-,-,-,-,[1128],-,-,[1104],-,-,-,[1105],[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1103,-,-,-,-,-,-,-,-,-,-,[1108],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1109],-,-,-,-,-,-,-,-,-,-,-
1111,-,-,-,-,-,-,-,-,-,-,[1117],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1118],-,-,-,-,-,-,-,-,-,-,-
1115,-,-,-,-,[1128],-,-,[1121],-,-,-,[1122],[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1124,-,-,-,-,-,-,-,-,-,-,[1125],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1126],-,-,-,-,-,-,-,-,-,-,-
1128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1131,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1133,-,-,[1172],[1173],[1128],-,-,-,-,-,-,-,[1362],[1169],[1170],[1166],[1171],[1167],[1168],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1135,-,-,[1172],[1173],[1128],-,-,[1141],[1149],-,[1150],[1142],[1362],[1169],[1170],[1166],[1171],[1167],[1168],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1137,-,-,-,-,-,-,-,-,-,-,[1137],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1138],-,-,-,-,-,-,-,-,-,-,-
1140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1141,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1144,-,-,-,-,-,-,-,-,-,-,[1145],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1146],-,-,-,-,-,-,-,-,-,-,-
1148,-,-,-,-,-,-,-,-,-,-,[1154],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1155],-,-,-,-,-,-,-,-,-,-,-
1152,-,-,[1172],[1173],[1128],-,-,[1158],[1149],-,[1150],[1159],[1362],[1169],[1170],[1166],[1171],[1167],[1168],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1157,-,-,-,-,-,-,-,-,-,-,[1162],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1163],-,-,-,-,-,-,-,-,-,-,-
1165,-,-,-,-,-,-,-,-,-,-,[1178],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1179],-,-,-,-,-,-,-,-,-,-,-
1175,-,-,-,-,[1128],-,-,-,[1190],-,[1191],-,[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1181,-,-,-,-,-,-,-,-,-,-,[1186],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1187],-,-,-,-,-,-,-,-,-,-,-
1189,-,-,-,-,-,-,-,-,-,-,[1195],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1196],-,-,-,-,-,-,-,-,-,-,-
1193,-,-,-,-,[1128],-,-,[1199],[1190],-,[1191],[1200],[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1198,-,-,-,-,-,-,-,-,-,-,[1203],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1204],-,-,-,-,-,-,-,-,-,-,-
1206,-,[1210],-,-,-,-,-,-,-,-,[1216],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1217],-,-,-,-,-,-,-,-,-,-,-
1208,-,-,-,-,[1285],-,-,-,-,-,-,-,[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1212,-,-,[1251],[1252],[1285],-,-,-,-,-,-,-,[1362],[1248],[1249],[1245],[1250],[1246],[1247],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1214,-,-,[1251],[1252],[1285],-,-,[1220],[1228],-,[1229],[1221],[1362],[1248],[1249],[1245],[1250],[1246],[1247],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1216,-,-,-,-,-,-,-,-,-,-,[1216],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1217],-,-,-,-,-,-,-,-,-,-,-
1219,-,-,-,-,-,-,-,-,-,-,[1224],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1225],-,-,-,-,-,-,-,-,-,-,-
1227,-,-,-,-,-,-,-,-,-,-,[1233],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1234],-,-,-,-,-,-,-,-,-,-,-
1231,-,-,[1251],[1252],[1285],-,-,[1237],[1228],-,[1229],[1238],[1362],[1248],[1249],[1245],[1250],[1246],[1247],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1236,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1242],-,-,-,-,-,-,-,-,-,-,-
1244,-,-,-,-,-,-,-,-,-,-,[1257],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1258],-,-,-,-,-,-,-,-,-,-,-
1254,-,-,-,-,[1285],-,-,-,[1269],-,[1270],-,[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1258,-,-,-,-,[1285],-,-,[1261],[1269],-,[1270],[1262],[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1260,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1261,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1264,-,-,-,-,-,-,-,-,-,-,[1265],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1266],-,-,-,-,-,-,-,-,-,-,-
1268,-,-,-,-,-,-,-,-,-,-,[1274],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1275],-,-,-,-,-,-,-,-,-,-,-
1272,-,-,-,-,[1285],-,-,[1278],[1269],-,[1270],[1279],[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1277,-,-,-,-,-,-,-,-,-,-,[1282],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1283],-,-,-,-,-,-,-,-,-,-,-
1285,-,[1288],-,-,-,-,-,-,-,-,[1294],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1295],-,-,-,-,-,-,-,-,-,-,-
1292,-,-,-,-,[1285],-,-,[1298],[1306],-,[1307],[1299],[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1294,-,-,-,-,-,-,-,-,-,-,[1294],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1295],-,-,-,-,-,-,-,-,-,-,-
1297,-,-,-,-,-,-,-,-,-,-,[1302],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1303],-,-,-,-,-,-,-,-,-,-,-
1305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1312],-,-,-,-,-,-,-,-,-,-,-
1309,-,-,-,-,[1285],-,-,[1315],[1306],-,[1307],[1316],[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1314,-,-,-,-,-,-,-,-,-,-,[1319],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1320],-,-,-,-,-,-,-,-,-,-,-
1322,-,-,-,-,-,-,-,-,-,-,[1335],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1336],-,-,-,-,-,-,-,-,-,-,-
1332,-,-,-,-,[1285],-,-,-,[1347],-,[1348],-,[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1336,-,-,-,-,[1285],-,-,[1339],[1347],-,[1348],[1340],[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1338,-,-,-,-,-,-,-,-,-,-,[1343],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1344],-,-,-,-,-,-,-,-,-,-,-
1346,-,-,-,-,-,-,-,-,-,-,[1352],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1353],-,-,-,-,-,-,-,-,-,-,-
1350,-,-,-,-,[1285],-,-,[1356],[1347],-,[1348],[1357],[1362],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1206],-
1355,-,-,-,-,-,-,-,-,-,-,[1360],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1361],-,-,-,-,-,-,-,-,-,-,-
(1362),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1364,-,-,-,-,-,-,-,-,-,-,-,-,[1365],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
(1365),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1366,-,-,-,-,-,-,-,-,-,-,[1366],-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,[1242],-,-,-,-,-,-,-,-,-,-,-
